STATE,ANNUAL
MATO GROSSO,5335
MATO GROSSO,5461
MATO GROSSO,5431
MATO GROSSO,5193
MATO GROSSO,5407
MATO GROSSO,5323
MATO GROSSO,5448
MATO GROSSO,5193
MATO GROSSO,5323
MATO GROSSO,5421
MATO GROSSO,5296
MATO GROSSO,5296
MATO GROSSO,5096
MATO GROSSO,5292
MATO GROSSO,5423
MATO GROSSO,5423
MATO GROSSO,5094
MATO GROSSO,5238
MATO GROSSO,5272
MATO GROSSO,5307
MATO GROSSO,5062
MATO GROSSO,5437
MATO GROSSO,5416
MATO GROSSO,5055
MATO GROSSO,5076
MATO GROSSO,5267
MATO GROSSO,5243
MATO GROSSO,5246
MATO GROSSO,5006
MATO GROSSO,5014
MATO GROSSO,5113
MATO GROSSO,5200
MATO GROSSO,4989
MATO GROSSO,5048
MATO GROSSO,4995
MATO GROSSO,5006
MATO GROSSO,5187
MATO GROSSO,5057
MATO GROSSO,4917
MATO GROSSO,5260
MATO GROSSO,5269
MATO GROSSO,4850
MATO GROSSO,4920
MATO GROSSO,5188
MATO GROSSO,5012
MATO GROSSO,5319
MATO GROSSO,5436
MATO GROSSO,5086
MATO GROSSO,5178
MATO GROSSO,5340
MATO GROSSO,5099
MATO GROSSO,5192
MATO GROSSO,5321
MATO GROSSO,5446
MATO GROSSO,5081
MATO GROSSO,5005
MATO GROSSO,5005
MATO GROSSO,5122
MATO GROSSO,5155
MATO GROSSO,5155
MATO GROSSO,5200
MATO GROSSO,5438
MATO GROSSO,5151
MATO GROSSO,5179
MATO GROSSO,5312
MATO GROSSO,5411
MATO GROSSO,5400
MATO GROSSO,5452
MATO GROSSO,5154
MATO GROSSO,5212
MATO GROSSO,4792
MATO GROSSO,4859
MATO GROSSO,5007
MATO GROSSO,5360
MATO GROSSO,4905
MATO GROSSO,5171
MATO GROSSO,5290
MATO GROSSO,5103
MATO GROSSO,5100
MATO GROSSO,5160
MATO GROSSO,5310
MATO GROSSO,5113
MATO GROSSO,5242
MATO GROSSO,5132
MATO GROSSO,5178
MATO GROSSO,5144
MATO GROSSO,5379
MATO GROSSO,5061
MATO GROSSO,5045
MATO GROSSO,5264
MATO GROSSO,4980
MATO GROSSO,5266
MATO GROSSO,5120
MATO GROSSO,5055
MATO GROSSO,5235
MATO GROSSO,5305
MATO GROSSO,4952
MATO GROSSO,5091
MATO GROSSO,5131
MATO GROSSO,4851
MATO GROSSO,4958
MATO GROSSO,4935
MATO GROSSO,4945
MATO GROSSO,5268
MATO GROSSO,4859
MATO GROSSO,5085
MATO GROSSO,4989
MATO GROSSO,5187
MATO GROSSO,5133
MATO GROSSO,4664
MATO GROSSO,5055
MATO GROSSO,5041
MATO GROSSO,5133
MATO GROSSO,4973
MATO GROSSO,5053
MATO GROSSO,5090
MATO GROSSO,5194
MATO GROSSO,4775
MATO GROSSO,5014
MATO GROSSO,4737
MATO GROSSO,4989
MATO GROSSO,4989
MATO GROSSO,5037
MATO GROSSO,4821
MATO GROSSO,4959
MATO GROSSO,4946
MATO GROSSO,5109
MATO GROSSO,4718
MATO GROSSO,4947
MATO GROSSO,4944
MATO GROSSO,4775
MATO GROSSO,4861
MATO GROSSO,4661
MATO GROSSO,4760
MATO GROSSO DO SUL,5015
MATO GROSSO DO SUL,4996
MATO GROSSO DO SUL,5040
MATO GROSSO DO SUL,5047
MATO GROSSO DO SUL,5059
MATO GROSSO DO SUL,5029
MATO GROSSO DO SUL,5003
MATO GROSSO DO SUL,5075
MATO GROSSO DO SUL,5010
MATO GROSSO DO SUL,4999
MATO GROSSO DO SUL,5074
MATO GROSSO DO SUL,4998
MATO GROSSO DO SUL,5076
MATO GROSSO DO SUL,5159
MATO GROSSO DO SUL,5086
MATO GROSSO DO SUL,5030
MATO GROSSO DO SUL,5051
MATO GROSSO DO SUL,5163
MATO GROSSO DO SUL,5207
MATO GROSSO DO SUL,5123
MATO GROSSO DO SUL,5153
MATO GROSSO DO SUL,5180
MATO GROSSO DO SUL,5191
MATO GROSSO DO SUL,5170
MATO GROSSO DO SUL,5199
MATO GROSSO DO SUL,5081
MATO GROSSO DO SUL,5099
MATO GROSSO DO SUL,5192
MATO GROSSO DO SUL,5185
MATO GROSSO DO SUL,5223
MATO GROSSO DO SUL,5048
MATO GROSSO DO SUL,5128
MATO GROSSO DO SUL,5042
MATO GROSSO DO SUL,5156
MATO GROSSO DO SUL,5151
MATO GROSSO DO SUL,5087
MATO GROSSO DO SUL,5289
MATO GROSSO DO SUL,5121
MATO GROSSO DO SUL,5147
MATO GROSSO DO SUL,5147
MATO GROSSO DO SUL,5155
MATO GROSSO DO SUL,5291
MATO GROSSO DO SUL,5344
MATO GROSSO DO SUL,5184
MATO GROSSO DO SUL,5109
MATO GROSSO DO SUL,5218
MATO GROSSO DO SUL,5374
MATO GROSSO DO SUL,5237
MATO GROSSO DO SUL,5125
MATO GROSSO DO SUL,5248
MATO GROSSO DO SUL,5240
MATO GROSSO DO SUL,5266
MATO GROSSO DO SUL,5235
MATO GROSSO DO SUL,5251
MATO GROSSO DO SUL,5310
MATO GROSSO DO SUL,5383
MATO GROSSO DO SUL,5184
MATO GROSSO DO SUL,5252
MATO GROSSO DO SUL,5394
MATO GROSSO DO SUL,5258
MATO GROSSO DO SUL,5229
MATO GROSSO DO SUL,5276
MATO GROSSO DO SUL,5383
MATO GROSSO DO SUL,5445
MATO GROSSO DO SUL,5354
MATO GROSSO DO SUL,5288
MATO GROSSO DO SUL,5206
MATO GROSSO DO SUL,5440
MATO GROSSO DO SUL,5117
MATO GROSSO DO SUL,5138
MATO GROSSO DO SUL,5359
MATO GROSSO DO SUL,5298
MATO GROSSO DO SUL,5273
MATO GROSSO DO SUL,5431
MATO GROSSO DO SUL,5350
MATO GROSSO DO SUL,5298
MATO GROSSO DO SUL,5425
MATO GROSSO DO SUL,5353
MATO GROSSO DO SUL,5221
MINAS GERAIS,5000
MINAS GERAIS,4992
MINAS GERAIS,5033
MINAS GERAIS,5012
MINAS GERAIS,4866
MINAS GERAIS,4982
MINAS GERAIS,5078
MINAS GERAIS,4918
MINAS GERAIS,5004
MINAS GERAIS,5004
MINAS GERAIS,5064
MINAS GERAIS,4961
MINAS GERAIS,4952
MINAS GERAIS,5042
MINAS GERAIS,5068
MINAS GERAIS,5092
MINAS GERAIS,5066
MINAS GERAIS,4933
MINAS GERAIS,5158
MINAS GERAIS,5160
MINAS GERAIS,5033
MINAS GERAIS,5096
MINAS GERAIS,5100
MINAS GERAIS,5113
MINAS GERAIS,5100
MINAS GERAIS,4879
MINAS GERAIS,5061
MINAS GERAIS,5122
MINAS GERAIS,5103
MINAS GERAIS,5103
MINAS GERAIS,5074
MINAS GERAIS,5058
MINAS GERAIS,4999
MINAS GERAIS,4915
MINAS GERAIS,5080
MINAS GERAIS,5158
MINAS GERAIS,5098
MINAS GERAIS,5102
MINAS GERAIS,4991
MINAS GERAIS,5059
MINAS GERAIS,5097
MINAS GERAIS,5097
MINAS GERAIS,5027
MINAS GERAIS,5027
MINAS GERAIS,5034
MINAS GERAIS,5137
MINAS GERAIS,5137
MINAS GERAIS,4837
MINAS GERAIS,4728
MINAS GERAIS,4709
MINAS GERAIS,5053
MINAS GERAIS,5027
MINAS GERAIS,4934
MINAS GERAIS,4932
MINAS GERAIS,5092
MINAS GERAIS,5092
MINAS GERAIS,5051
MINAS GERAIS,5065
MINAS GERAIS,5121
MINAS GERAIS,5121
MINAS GERAIS,4748
MINAS GERAIS,4755
MINAS GERAIS,4970
MINAS GERAIS,4958
MINAS GERAIS,5033
MINAS GERAIS,5100
MINAS GERAIS,5033
MINAS GERAIS,5091
MINAS GERAIS,5143
MINAS GERAIS,5157
MINAS GERAIS,5011
MINAS GERAIS,4972
MINAS GERAIS,4931
MINAS GERAIS,4720
MINAS GERAIS,4804
MINAS GERAIS,4847
MINAS GERAIS,4873
MINAS GERAIS,5011
MINAS GERAIS,5013
MINAS GERAIS,5099
MINAS GERAIS,5075
MINAS GERAIS,5081
MINAS GERAIS,5104
MINAS GERAIS,4993
MINAS GERAIS,4993
MINAS GERAIS,4919
MINAS GERAIS,4889
MINAS GERAIS,4789
MINAS GERAIS,4733
MINAS GERAIS,4767
MINAS GERAIS,4818
MINAS GERAIS,4909
MINAS GERAIS,5058
MINAS GERAIS,5062
MINAS GERAIS,5093
MINAS GERAIS,5110
MINAS GERAIS,5090
MINAS GERAIS,5102
MINAS GERAIS,5065
MINAS GERAIS,4734
MINAS GERAIS,4728
MINAS GERAIS,4768
MINAS GERAIS,4816
MINAS GERAIS,4755
MINAS GERAIS,4930
MINAS GERAIS,5106
MINAS GERAIS,5087
MINAS GERAIS,5079
MINAS GERAIS,5085
MINAS GERAIS,5067
MINAS GERAIS,5038
MINAS GERAIS,4967
MINAS GERAIS,4978
MINAS GERAIS,4745
MINAS GERAIS,4754
MINAS GERAIS,4838
MINAS GERAIS,4838
MINAS GERAIS,4838
MINAS GERAIS,4921
MINAS GERAIS,4974
MINAS GERAIS,5132
MINAS GERAIS,5159
MINAS GERAIS,5117
MINAS GERAIS,5065
MINAS GERAIS,4986
MINAS GERAIS,4903
MINAS GERAIS,4753
MINAS GERAIS,4822
MINAS GERAIS,4875
MINAS GERAIS,4898
MINAS GERAIS,5099
MINAS GERAIS,5161
MINAS GERAIS,5183
MINAS GERAIS,5184
MINAS GERAIS,5096
MINAS GERAIS,5125
MINAS GERAIS,5099
MINAS GERAIS,5019
MINAS GERAIS,4981
MINAS GERAIS,4733
MINAS GERAIS,4733
MINAS GERAIS,4765
MINAS GERAIS,4867
MINAS GERAIS,4867
MINAS GERAIS,4901
MINAS GERAIS,4917
MINAS GERAIS,5018
MINAS GERAIS,5035
MINAS GERAIS,5266
MINAS GERAIS,5130
MINAS GERAIS,5146
MINAS GERAIS,5173
MINAS GERAIS,5181
MINAS GERAIS,5139
MINAS GERAIS,5140
MINAS GERAIS,4948
MINAS GERAIS,4820
MINAS GERAIS,4912
MINAS GERAIS,4921
MINAS GERAIS,4999
MINAS GERAIS,5001
MINAS GERAIS,4983
MINAS GERAIS,5196
MINAS GERAIS,5196
MINAS GERAIS,5109
MINAS GERAIS,5175
MINAS GERAIS,5123
MINAS GERAIS,4865
MINAS GERAIS,4788
MINAS GERAIS,4788
MINAS GERAIS,4822
MINAS GERAIS,4875
MINAS GERAIS,4930
MINAS GERAIS,5009
MINAS GERAIS,5009
MINAS GERAIS,4958
MINAS GERAIS,5194
MINAS GERAIS,5112
MINAS GERAIS,5144
MINAS GERAIS,5192
MINAS GERAIS,5191
MINAS GERAIS,5209
MINAS GERAIS,5224
MINAS GERAIS,5220
MINAS GERAIS,5220
MINAS GERAIS,5178
MINAS GERAIS,5152
MINAS GERAIS,5106
MINAS GERAIS,4978
MINAS GERAIS,4906
MINAS GERAIS,4906
MINAS GERAIS,4731
MINAS GERAIS,4805
MINAS GERAIS,4798
MINAS GERAIS,4893
MINAS GERAIS,5015
MINAS GERAIS,4995
MINAS GERAIS,4913
MINAS GERAIS,5110
MINAS GERAIS,5110
MINAS GERAIS,5247
MINAS GERAIS,5165
MINAS GERAIS,5143
MINAS GERAIS,5122
MINAS GERAIS,5203
MINAS GERAIS,5197
MINAS GERAIS,5190
MINAS GERAIS,5077
MINAS GERAIS,5026
MINAS GERAIS,5026
MINAS GERAIS,5010
MINAS GERAIS,4991
MINAS GERAIS,4991
MINAS GERAIS,4949
MINAS GERAIS,4771
MINAS GERAIS,4918
MINAS GERAIS,4980
MINAS GERAIS,5063
MINAS GERAIS,5059
MINAS GERAIS,5224
MINAS GERAIS,5235
MINAS GERAIS,5204
MINAS GERAIS,5197
MINAS GERAIS,5121
MINAS GERAIS,5052
MINAS GERAIS,5029
MINAS GERAIS,5016
MINAS GERAIS,4875
MINAS GERAIS,4864
MINAS GERAIS,4845
MINAS GERAIS,4851
MINAS GERAIS,5000
MINAS GERAIS,5068
MINAS GERAIS,4824
MINAS GERAIS,4961
MINAS GERAIS,5306
MINAS GERAIS,5300
MINAS GERAIS,5279
MINAS GERAIS,5243
MINAS GERAIS,5240
MINAS GERAIS,5218
MINAS GERAIS,5183
MINAS GERAIS,5178
MINAS GERAIS,5150
MINAS GERAIS,5126
MINAS GERAIS,5058
MINAS GERAIS,5032
MINAS GERAIS,4939
MINAS GERAIS,4907
MINAS GERAIS,4908
MINAS GERAIS,4886
MINAS GERAIS,4862
MINAS GERAIS,4871
MINAS GERAIS,4957
MINAS GERAIS,4957
MINAS GERAIS,4937
MINAS GERAIS,4975
MINAS GERAIS,5068
MINAS GERAIS,5318
MINAS GERAIS,5314
MINAS GERAIS,5185
MINAS GERAIS,5072
MINAS GERAIS,5044
MINAS GERAIS,4945
MINAS GERAIS,4959
MINAS GERAIS,4889
MINAS GERAIS,4856
MINAS GERAIS,4869
MINAS GERAIS,4918
MINAS GERAIS,4961
MINAS GERAIS,5030
MINAS GERAIS,4995
MINAS GERAIS,4943
MINAS GERAIS,5044
MINAS GERAIS,5366
MINAS GERAIS,5380
MINAS GERAIS,5375
MINAS GERAIS,5316
MINAS GERAIS,5225
MINAS GERAIS,5249
MINAS GERAIS,5227
MINAS GERAIS,5186
MINAS GERAIS,5088
MINAS GERAIS,5099
MINAS GERAIS,5065
MINAS GERAIS,4990
MINAS GERAIS,4917
MINAS GERAIS,4868
MINAS GERAIS,4895
MINAS GERAIS,4896
MINAS GERAIS,4950
MINAS GERAIS,5056
MINAS GERAIS,5000
MINAS GERAIS,4986
MINAS GERAIS,5041
MINAS GERAIS,5014
MINAS GERAIS,5014
MINAS GERAIS,5305
MINAS GERAIS,5325
MINAS GERAIS,5319
MINAS GERAIS,5267
MINAS GERAIS,5261
MINAS GERAIS,5298
MINAS GERAIS,5154
MINAS GERAIS,4895
MINAS GERAIS,4950
MINAS GERAIS,5018
MINAS GERAIS,5326
MINAS GERAIS,5311
MINAS GERAIS,5273
MINAS GERAIS,5285
MINAS GERAIS,5291
MINAS GERAIS,5309
MINAS GERAIS,5293
MINAS GERAIS,5238
MINAS GERAIS,5176
MINAS GERAIS,5045
MINAS GERAIS,5013
MINAS GERAIS,4878
MINAS GERAIS,4942
MINAS GERAIS,5086
MINAS GERAIS,4895
MINAS GERAIS,4849
MINAS GERAIS,4913
MINAS GERAIS,4925
MINAS GERAIS,5403
MINAS GERAIS,5353
MINAS GERAIS,5324
MINAS GERAIS,5364
MINAS GERAIS,5247
MINAS GERAIS,5253
MINAS GERAIS,5301
MINAS GERAIS,5043
MINAS GERAIS,4755
MINAS GERAIS,4949
MINAS GERAIS,5012
MINAS GERAIS,5005
MINAS GERAIS,5005
MINAS GERAIS,4964
MINAS GERAIS,4849
MINAS GERAIS,4807
MINAS GERAIS,4857
MINAS GERAIS,4857
MINAS GERAIS,4858
MINAS GERAIS,5400
MINAS GERAIS,5294
MINAS GERAIS,5189
MINAS GERAIS,5362
MINAS GERAIS,5382
MINAS GERAIS,5301
MINAS GERAIS,5344
MINAS GERAIS,5269
MINAS GERAIS,5298
MINAS GERAIS,5307
MINAS GERAIS,5059
MINAS GERAIS,4952
MINAS GERAIS,5069
MINAS GERAIS,5017
MINAS GERAIS,4977
MINAS GERAIS,4811
MINAS GERAIS,4833
MINAS GERAIS,5229
MINAS GERAIS,5412
MINAS GERAIS,5379
MINAS GERAIS,5299
MINAS GERAIS,5310
MINAS GERAIS,4913
MINAS GERAIS,4913
MINAS GERAIS,5015
MINAS GERAIS,5064
MINAS GERAIS,5077
MINAS GERAIS,5087
MINAS GERAIS,4971
MINAS GERAIS,4868
MINAS GERAIS,4913
MINAS GERAIS,4923
MINAS GERAIS,5386
MINAS GERAIS,5371
MINAS GERAIS,5431
MINAS GERAIS,5351
MINAS GERAIS,5405
MINAS GERAIS,5337
MINAS GERAIS,5357
MINAS GERAIS,5347
MINAS GERAIS,5224
MINAS GERAIS,4811
MINAS GERAIS,4866
MINAS GERAIS,4903
MINAS GERAIS,5110
MINAS GERAIS,4658
MINAS GERAIS,4842
MINAS GERAIS,5392
MINAS GERAIS,5389
MINAS GERAIS,5239
MINAS GERAIS,5427
MINAS GERAIS,5452
MINAS GERAIS,5406
MINAS GERAIS,5416
MINAS GERAIS,5348
MINAS GERAIS,5362
MINAS GERAIS,5390
MINAS GERAIS,5390
MINAS GERAIS,5371
MINAS GERAIS,5319
MINAS GERAIS,5234
MINAS GERAIS,5234
MINAS GERAIS,4911
MINAS GERAIS,4957
MINAS GERAIS,4856
MINAS GERAIS,4922
MINAS GERAIS,4959
MINAS GERAIS,5386
MINAS GERAIS,5399
MINAS GERAIS,5400
MINAS GERAIS,5410
MINAS GERAIS,5351
MINAS GERAIS,5358
MINAS GERAIS,5288
MINAS GERAIS,5391
MINAS GERAIS,5428
MINAS GERAIS,5392
MINAS GERAIS,5416
MINAS GERAIS,5384
MINAS GERAIS,5396
MINAS GERAIS,5358
MINAS GERAIS,5350
MINAS GERAIS,5315
MINAS GERAIS,5192
MINAS GERAIS,4887
MINAS GERAIS,4858
MINAS GERAIS,4906
MINAS GERAIS,4987
MINAS GERAIS,4892
MINAS GERAIS,4991
MINAS GERAIS,5398
MINAS GERAIS,5295
MINAS GERAIS,5363
MINAS GERAIS,5471
MINAS GERAIS,5478
MINAS GERAIS,5426
MINAS GERAIS,5370
MINAS GERAIS,5412
MINAS GERAIS,4960
MINAS GERAIS,4914
MINAS GERAIS,4949
MINAS GERAIS,4949
MINAS GERAIS,4878
MINAS GERAIS,5152
MINAS GERAIS,5025
MINAS GERAIS,4882
MINAS GERAIS,4791
MINAS GERAIS,4910
MINAS GERAIS,5008
MINAS GERAIS,5022
MINAS GERAIS,5437
MINAS GERAIS,5419
MINAS GERAIS,5422
MINAS GERAIS,5416
MINAS GERAIS,5380
MINAS GERAIS,5267
MINAS GERAIS,5485
MINAS GERAIS,5464
MINAS GERAIS,5423
MINAS GERAIS,5423
MINAS GERAIS,5423
MINAS GERAIS,5447
MINAS GERAIS,5420
MINAS GERAIS,5420
MINAS GERAIS,5404
MINAS GERAIS,5234
MINAS GERAIS,5054
MINAS GERAIS,4948
MINAS GERAIS,4932
MINAS GERAIS,5140
MINAS GERAIS,5447
MINAS GERAIS,5410
MINAS GERAIS,5456
MINAS GERAIS,5447
MINAS GERAIS,5423
MINAS GERAIS,5423
MINAS GERAIS,5442
MINAS GERAIS,5472
MINAS GERAIS,4949
MINAS GERAIS,5023
MINAS GERAIS,4978
MINAS GERAIS,4905
MINAS GERAIS,4905
MINAS GERAIS,4895
MINAS GERAIS,4833
MINAS GERAIS,4999
MINAS GERAIS,5449
MINAS GERAIS,5422
MINAS GERAIS,5372
MINAS GERAIS,5379
MINAS GERAIS,5487
MINAS GERAIS,5517
MINAS GERAIS,5490
MINAS GERAIS,5477
MINAS GERAIS,5473
MINAS GERAIS,5444
MINAS GERAIS,5461
MINAS GERAIS,5461
MINAS GERAIS,5482
MINAS GERAIS,4837
MINAS GERAIS,5012
MINAS GERAIS,4893
MINAS GERAIS,4861
MINAS GERAIS,4830
MINAS GERAIS,5119
MINAS GERAIS,5422
MINAS GERAIS,5518
MINAS GERAIS,5509
MINAS GERAIS,4879
MINAS GERAIS,4996
MINAS GERAIS,4996
MINAS GERAIS,4919
MINAS GERAIS,5084
MINAS GERAIS,4984
MINAS GERAIS,4984
MINAS GERAIS,4958
MINAS GERAIS,4821
MINAS GERAIS,4875
MINAS GERAIS,5064
MINAS GERAIS,5426
MINAS GERAIS,5443
MINAS GERAIS,5454
MINAS GERAIS,5355
MINAS GERAIS,5544
MINAS GERAIS,5538
MINAS GERAIS,5513
MINAS GERAIS,5513
MINAS GERAIS,5539
MINAS GERAIS,5057
MINAS GERAIS,4987
MINAS GERAIS,4919
MINAS GERAIS,5053
MINAS GERAIS,5458
MINAS GERAIS,5408
MINAS GERAIS,5471
MINAS GERAIS,5424
MINAS GERAIS,5424
MINAS GERAIS,5579
MINAS GERAIS,5576
MINAS GERAIS,5540
MINAS GERAIS,5585
MINAS GERAIS,5545
MINAS GERAIS,4956
MINAS GERAIS,4940
MINAS GERAIS,4976
MINAS GERAIS,5072
MINAS GERAIS,5072
MINAS GERAIS,5053
MINAS GERAIS,5056
MINAS GERAIS,5072
MINAS GERAIS,4974
MINAS GERAIS,4974
MINAS GERAIS,4974
MINAS GERAIS,4961
MINAS GERAIS,5137
MINAS GERAIS,5446
MINAS GERAIS,5510
MINAS GERAIS,5545
MINAS GERAIS,4929
MINAS GERAIS,4944
MINAS GERAIS,5011
MINAS GERAIS,4878
MINAS GERAIS,5001
MINAS GERAIS,5450
MINAS GERAIS,5421
MINAS GERAIS,5380
MINAS GERAIS,5484
MINAS GERAIS,5486
MINAS GERAIS,5481
MINAS GERAIS,5649
MINAS GERAIS,4975
MINAS GERAIS,4992
MINAS GERAIS,5063
MINAS GERAIS,5105
MINAS GERAIS,5075
MINAS GERAIS,5020
MINAS GERAIS,4891
MINAS GERAIS,5433
MINAS GERAIS,5461
MINAS GERAIS,5434
MINAS GERAIS,5485
MINAS GERAIS,5503
MINAS GERAIS,5604
MINAS GERAIS,4925
MINAS GERAIS,5026
MINAS GERAIS,4972
MINAS GERAIS,5507
MINAS GERAIS,5475
MINAS GERAIS,5540
MINAS GERAIS,5661
MINAS GERAIS,5646
MINAS GERAIS,5631
MINAS GERAIS,5138
MINAS GERAIS,4913
MINAS GERAIS,4835
MINAS GERAIS,4823
MINAS GERAIS,4769
MINAS GERAIS,4769
MINAS GERAIS,4805
MINAS GERAIS,4883
MINAS GERAIS,5008
MINAS GERAIS,5015
MINAS GERAIS,4971
MINAS GERAIS,5496
MINAS GERAIS,5469
MINAS GERAIS,5500
MINAS GERAIS,5513
MINAS GERAIS,5526
MINAS GERAIS,5648
MINAS GERAIS,5001
MINAS GERAIS,4954
MINAS GERAIS,4955
MINAS GERAIS,5077
MINAS GERAIS,5510
MINAS GERAIS,5480
MINAS GERAIS,5523
MINAS GERAIS,5582
MINAS GERAIS,5529
MINAS GERAIS,5689
MINAS GERAIS,5648
MINAS GERAIS,5253
MINAS GERAIS,5040
MINAS GERAIS,4850
MINAS GERAIS,5062
MINAS GERAIS,5062
MINAS GERAIS,4928
MINAS GERAIS,4955
MINAS GERAIS,5451
MINAS GERAIS,5587
MINAS GERAIS,5563
MINAS GERAIS,5556
MINAS GERAIS,5655
MINAS GERAIS,5361
MINAS GERAIS,5070
MINAS GERAIS,5040
MINAS GERAIS,4986
MINAS GERAIS,4989
MINAS GERAIS,4996
MINAS GERAIS,4985
MINAS GERAIS,4997
MINAS GERAIS,5077
MINAS GERAIS,5052
MINAS GERAIS,4974
MINAS GERAIS,4836
MINAS GERAIS,5458
MINAS GERAIS,5585
MINAS GERAIS,5571
MINAS GERAIS,5608
MINAS GERAIS,5691
MINAS GERAIS,5299
MINAS GERAIS,5056
MINAS GERAIS,5053
MINAS GERAIS,5037
MINAS GERAIS,5027
MINAS GERAIS,5057
MINAS GERAIS,5597
MINAS GERAIS,5705
MINAS GERAIS,5665
MINAS GERAIS,5070
MINAS GERAIS,4991
MINAS GERAIS,4950
MINAS GERAIS,5622
MINAS GERAIS,5706
MINAS GERAIS,5307
MINAS GERAIS,5054
MINAS GERAIS,5011
MINAS GERAIS,5073
MINAS GERAIS,5073
MINAS GERAIS,5056
MINAS GERAIS,5701
MINAS GERAIS,5283
MINAS GERAIS,5195
MINAS GERAIS,5058
MINAS GERAIS,4943
MINAS GERAIS,4956
MINAS GERAIS,5604
MINAS GERAIS,5228
MINAS GERAIS,5119
MINAS GERAIS,5075
MINAS GERAIS,4964
MINAS GERAIS,4919
MINAS GERAIS,5742
MINAS GERAIS,5649
MINAS GERAIS,5214
MINAS GERAIS,5101
MINAS GERAIS,5045
MINAS GERAIS,4979
MINAS GERAIS,5603
MINAS GERAIS,5717
MINAS GERAIS,5642
MINAS GERAIS,4957
MINAS GERAIS,5013
MINAS GERAIS,5007
MINAS GERAIS,4995
MINAS GERAIS,5716
MINAS GERAIS,5091
MINAS GERAIS,5009
MINAS GERAIS,5003
MINAS GERAIS,5786
MINAS GERAIS,5031
MINAS GERAIS,5007
MINAS GERAIS,5259
MINAS GERAIS,4973
MINAS GERAIS,5823
MINAS GERAIS,5487
MINAS GERAIS,5215
MINAS GERAIS,4977
MINAS GERAIS,5092
MINAS GERAIS,5025
MINAS GERAIS,5836
MINAS GERAIS,5814
MINAS GERAIS,5742
MINAS GERAIS,5254
MINAS GERAIS,4947
MINAS GERAIS,5049
MINAS GERAIS,5653
MINAS GERAIS,5819
MINAS GERAIS,5227
MINAS GERAIS,5069
MINAS GERAIS,5075
MINAS GERAIS,5761
MINAS GERAIS,5724
MINAS GERAIS,5569
MINAS GERAIS,5279
MINAS GERAIS,5264
MINAS GERAIS,5295
MINAS GERAIS,4978
MINAS GERAIS,5099
MINAS GERAIS,5078
MINAS GERAIS,5057
MINAS GERAIS,5783
MINAS GERAIS,5750
MINAS GERAIS,5674
MINAS GERAIS,5333
MINAS GERAIS,5337
MINAS GERAIS,5857
MINAS GERAIS,5743
MINAS GERAIS,5290
MINAS GERAIS,5252
MINAS GERAIS,5374
MINAS GERAIS,5005
MINAS GERAIS,5066
MINAS GERAIS,4972
MINAS GERAIS,5720
MINAS GERAIS,5710
MINAS GERAIS,5233
MINAS GERAIS,5721
MINAS GERAIS,5843
MINAS GERAIS,5796
MINAS GERAIS,5728
MINAS GERAIS,5283
MINAS GERAIS,5158
MINAS GERAIS,5097
MINAS GERAIS,4916
MINAS GERAIS,5775
MINAS GERAIS,5887
MINAS GERAIS,5297
MINAS GERAIS,5255
MINAS GERAIS,5393
MINAS GERAIS,5320
MINAS GERAIS,4952
MINAS GERAIS,5026
MINAS GERAIS,5673
MINAS GERAIS,5809
MINAS GERAIS,5836
MINAS GERAIS,5777
MINAS GERAIS,5235
MINAS GERAIS,4915
MINAS GERAIS,5696
MINAS GERAIS,5888
MINAS GERAIS,5249
MINAS GERAIS,5304
MINAS GERAIS,5118
MINAS GERAIS,5052
MINAS GERAIS,5829
MINAS GERAIS,5850
MINAS GERAIS,5822
MINAS GERAIS,5229
MINAS GERAIS,5849
MINAS GERAIS,5869
MINAS GERAIS,5835
MINAS GERAIS,5301
MINAS GERAIS,5124
MINAS GERAIS,5097
MINAS GERAIS,4974
MINAS GERAIS,5766
MINAS GERAIS,5847
MINAS GERAIS,5937
MINAS GERAIS,5852
MINAS GERAIS,5825
MINAS GERAIS,5361
MINAS GERAIS,5218
MINAS GERAIS,5014
MINAS GERAIS,5578
MINAS GERAIS,5891
MINAS GERAIS,5879
MINAS GERAIS,5759
MINAS GERAIS,5323
MINAS GERAIS,5155
MINAS GERAIS,5141
MINAS GERAIS,4973
MINAS GERAIS,5822
MINAS GERAIS,5859
MINAS GERAIS,5854
MINAS GERAIS,5260
MINAS GERAIS,5051
MINAS GERAIS,5014
MINAS GERAIS,5875
MINAS GERAIS,5861
MINAS GERAIS,5835
MINAS GERAIS,5279
MINAS GERAIS,5890
MINAS GERAIS,5892
MINAS GERAIS,5822
MINAS GERAIS,5120
MINAS GERAIS,5133
MINAS GERAIS,5070
MINAS GERAIS,4962
MINAS GERAIS,5791
MINAS GERAIS,5939
MINAS GERAIS,5879
MINAS GERAIS,5357
MINAS GERAIS,5233
MINAS GERAIS,5968
MINAS GERAIS,5896
MINAS GERAIS,5281
MINAS GERAIS,5913
MINAS GERAIS,5930
MINAS GERAIS,5340
MINAS GERAIS,5732
MINAS GERAIS,5902
MINAS GERAIS,5929
MINAS GERAIS,5877
MINAS GERAIS,5406
MINAS GERAIS,5264
MINAS GERAIS,5213
MINAS GERAIS,5843
MINAS GERAIS,5423
MINAS GERAIS,5945
MINAS GERAIS,5840
MINAS GERAIS,5808
MINAS GERAIS,5696
MINAS GERAIS,5953
MINAS GERAIS,5963
MINAS GERAIS,5857
