NAME,STATE,REGION,DIFFUSE,PAR
Araguaiana,Mato Grosso,Mid West,2007,2390
São José dos Quatro Marcos,Mato Grosso,Mid West,1961,2357
Curvelândia,Mato Grosso,Mid West,1965,2362
Várzea Grande,Mato Grosso,Mid West,1927,2401
Cuiabá,Mato Grosso,Mid West,1942,2385
Primavera do Leste,Mato Grosso,Mid West,2036,2318
Indiavaí,Mato Grosso,Mid West,1974,2340
Araputanga,Mato Grosso,Mid West,1969,2342
Chapada dos Guimarães,Mato Grosso,Mid West,2017,2310
Campo Verde,Mato Grosso,Mid West,2058,2314
Figueirópolis D'Oeste,Mato Grosso,Mid West,1988,2334
Vale de São Domingos,Mato Grosso,Mid West,1983,2364
Jauru,Mato Grosso,Mid West,2007,2332
Lambari D'Oeste,Mato Grosso,Mid West,1976,2332
Porto Estrela,Mato Grosso,Mid West,1962,2394
Pontes e Lacerda,Mato Grosso,Mid West,1992,2370
Rio Branco,Mato Grosso,Mid West,2006,2293
Jangada,Mato Grosso,Mid West,1953,2407
Acorizal,Mato Grosso,Mid West,1947,2408
Reserva do Cabaçal,Mato Grosso,Mid West,2052,2258
Salto do Céu,Mato Grosso,Mid West,2019,2289
Barra do Bugres,Mato Grosso,Mid West,1968,2393
Vila Bela da Santíssima Trindade,Mato Grosso,Mid West,1978,2360
Nova Brasilândia,Mato Grosso,Mid West,2017,2369
Novo São Joaquim,Mato Grosso,Mid West,2014,2377
Nova Olímpia,Mato Grosso,Mid West,2008,2356
Rosário Oeste,Mato Grosso,Mid West,1994,2374
Santo Antônio do Leste,Mato Grosso,Mid West,2069,2343
Denise,Mato Grosso,Mid West,2011,2357
Nobres,Mato Grosso,Mid West,2003,2374
Planalto da Serra,Mato Grosso,Mid West,2032,2362
Nova Xavantina,Mato Grosso,Mid West,2001,2396
Tangará da Serra,Mato Grosso,Mid West,2010,2348
Nova Lacerda,Mato Grosso,Mid West,2014,2357
Conquista D'Oeste,Mato Grosso,Mid West,2014,2357
Santo Afonso,Mato Grosso,Mid West,2022,2358
Nortelândia,Mato Grosso,Mid West,1993,2371
Arenápolis,Mato Grosso,Mid West,1993,2371
Alto Paraguai,Mato Grosso,Mid West,2007,2375
Campinápolis,Mato Grosso,Mid West,2041,2375
Nova Marilândia,Mato Grosso,Mid West,2009,2368
Diamantino,Mato Grosso,Mid West,2023,2367
Paranatinga,Mato Grosso,Mid West,2060,2348
Cocalinho,Mato Grosso,Mid West,2011,2402
Água Boa,Mato Grosso,Mid West,2045,2376
Nova Nazaré,Mato Grosso,Mid West,1994,2412
Nova Mutum,Mato Grosso,Mid West,2084,2349
Santa Rita do Trivelato,Mato Grosso,Mid West,2080,2347
Comodoro,Mato Grosso,Mid West,2152,2265
Campos de Júlio,Mato Grosso,Mid West,2139,2291
Campo Novo do Parecis,Mato Grosso,Mid West,2105,2329
Canarana,Mato Grosso,Mid West,2042,2370
Sapezal,Mato Grosso,Mid West,2138,2309
São José do Rio Claro,Mato Grosso,Mid West,2052,2386
Gaúcha do Norte,Mato Grosso,Mid West,2071,2360
Lucas do Rio Verde,Mato Grosso,Mid West,2117,2336
Nova Maringá,Mato Grosso,Mid West,2089,2368
Nova Ubiratã,Mato Grosso,Mid West,2099,2350
Ribeirão Cascalheira,Mato Grosso,Mid West,2050,2370
Tapurah,Mato Grosso,Mid West,2093,2363
Querência,Mato Grosso,Mid West,2075,2354
Sorriso,Mato Grosso,Mid West,2102,2363
Feliz Natal,Mato Grosso,Mid West,2094,2359
Vera,Mato Grosso,Mid West,2105,2359
Novo Santo Antônio,Mato Grosso,Mid West,1982,2434
Itanhangá,Mato Grosso,Mid West,2101,2356
Ipiranga do Norte,Mato Grosso,Mid West,2131,2343
Bom Jesus do Araguaia,Mato Grosso,Mid West,2055,2375
Brasnorte,Mato Grosso,Mid West,2104,2370
Serra Nova Dourada,Mato Grosso,Mid West,2049,2382
Santa Carmem,Mato Grosso,Mid West,2113,2358
Sinop,Mato Grosso,Mid West,2139,2343
Alto Boa Vista,Mato Grosso,Mid West,2054,2389
São Félix do Araguaia,Mato Grosso,Mid West,2002,2419
Porto dos Gaúchos,Mato Grosso,Mid West,2109,2361
Cláudia,Mato Grosso,Mid West,2109,2360
União do Sul,Mato Grosso,Mid West,2095,2363
Juína,Mato Grosso,Mid West,2126,2342
Novo Horizonte do Norte,Mato Grosso,Mid West,2117,2359
Juara,Mato Grosso,Mid West,2106,2361
Tabaporã,Mato Grosso,Mid West,2124,2341
Luciara,Mato Grosso,Mid West,2009,2418
Castanheira,Mato Grosso,Mid West,2111,2355
Marcelândia,Mato Grosso,Mid West,2095,2360
Itaúba,Mato Grosso,Mid West,2132,2334
Canabrava do Norte,Mato Grosso,Mid West,2059,2391
Porto Alegre do Norte,Mato Grosso,Mid West,2074,2374
Rondolândia,Mato Grosso,Mid West,2170,2308
Colíder,Mato Grosso,Mid West,2106,2373
Nova Santa Helena,Mato Grosso,Mid West,2113,2357
São José do Xingu,Mato Grosso,Mid West,2079,2373
Nova Canaã do Norte,Mato Grosso,Mid West,2126,2359
Terra Nova do Norte,Mato Grosso,Mid West,2115,2370
Confresa,Mato Grosso,Mid West,2084,2361
Santa Terezinha,Mato Grosso,Mid West,2032,2407
Juruena,Mato Grosso,Mid West,2143,2339
Nova Guarita,Mato Grosso,Mid West,2111,2379
Aripuanã,Mato Grosso,Mid West,2136,2345
Matupá,Mato Grosso,Mid West,2093,2365
Peixoto de Azevedo,Mato Grosso,Mid West,2093,2365
Santa Cruz do Xingu,Mato Grosso,Mid West,2101,2360
Nova Monte Verde,Mato Grosso,Mid West,2153,2345
Novo Mundo,Mato Grosso,Mid West,2099,2363
Guarantã do Norte,Mato Grosso,Mid West,2114,2345
Vila Rica,Mato Grosso,Mid West,2066,2387
Cotriguaçu,Mato Grosso,Mid West,2165,2325
Alta Floresta,Mato Grosso,Mid West,2126,2369
Carlinda,Mato Grosso,Mid West,2105,2370
Nova Bandeirantes,Mato Grosso,Mid West,2160,2338
Paranaíta,Mato Grosso,Mid West,2146,2356
Colniza,Mato Grosso,Mid West,2165,2323
Apiacás,Mato Grosso,Mid West,2153,2336
Sete Quedas,Mato Grosso do Sul,Mid West,1847,2269
Paranhos,Mato Grosso do Sul,Mid West,1836,2274
Japorã,Mato Grosso do Sul,Mid West,1846,2270
Mundo Novo,Mato Grosso do Sul,Mid West,1832,2275
Eldorado,Mato Grosso do Sul,Mid West,1838,2277
Iguatemi,Mato Grosso do Sul,Mid West,1852,2271
Tacuru,Mato Grosso do Sul,Mid West,1848,2270
Itaquiraí,Mato Grosso do Sul,Mid West,1850,2283
Coronel Sapucaia,Mato Grosso do Sul,Mid West,1858,2276
Amambai,Mato Grosso do Sul,Mid West,1871,2263
Naviraí,Mato Grosso do Sul,Mid West,1864,2288
Aral Moreira,Mato Grosso do Sul,Mid West,1870,2273
Juti,Mato Grosso do Sul,Mid West,1861,2292
Novo Horizonte do Sul,Mato Grosso do Sul,Mid West,1852,2314
Caarapó,Mato Grosso do Sul,Mid West,1870,2297
Ponta Porã,Mato Grosso do Sul,Mid West,1888,2287
Laguna Carapã,Mato Grosso do Sul,Mid West,1882,2287
Jateí,Mato Grosso do Sul,Mid West,1849,2322
Taquarussu,Mato Grosso do Sul,Mid West,1838,2332
Fátima do Sul,Mato Grosso do Sul,Mid West,1857,2314
Vicentina,Mato Grosso do Sul,Mid West,1850,2324
Glória de Dourados,Mato Grosso do Sul,Mid West,1848,2330
Deodápolis,Mato Grosso do Sul,Mid West,1856,2333
Ivinhema,Mato Grosso do Sul,Mid West,1859,2321
Batayporã,Mato Grosso do Sul,Mid West,1858,2326
Antônio João,Mato Grosso do Sul,Mid West,1883,2309
Dourados,Mato Grosso do Sul,Mid West,1872,2311
Angélica,Mato Grosso do Sul,Mid West,1856,2329
Nova Andradina,Mato Grosso do Sul,Mid West,1871,2321
Anaurilândia,Mato Grosso do Sul,Mid West,1865,2327
Bela Vista,Mato Grosso do Sul,Mid West,1830,2328
Itaporã,Mato Grosso do Sul,Mid West,1865,2323
Caracol,Mato Grosso do Sul,Mid West,1845,2331
Douradina,Mato Grosso do Sul,Mid West,1850,2336
Rio Brilhante,Mato Grosso do Sul,Mid West,1865,2334
Porto Murtinho,Mato Grosso do Sul,Mid West,1814,2366
Bataguassu,Mato Grosso do Sul,Mid West,1859,2348
Maracaju,Mato Grosso do Sul,Mid West,1882,2327
Guia Lopes da Laguna,Mato Grosso do Sul,Mid West,1839,2362
Jardim,Mato Grosso do Sul,Mid West,1839,2362
Nova Alvorada do Sul,Mato Grosso do Sul,Mid West,1876,2327
Santa Rita do Pardo,Mato Grosso do Sul,Mid West,1873,2351
Brasilândia,Mato Grosso do Sul,Mid West,1862,2365
Nioaque,Mato Grosso do Sul,Mid West,1846,2375
Bonito,Mato Grosso do Sul,Mid West,1860,2354
Sidrolândia,Mato Grosso do Sul,Mid West,1881,2359
Três Lagoas,Mato Grosso do Sul,Mid West,1863,2374
Dois Irmãos do Buriti,Mato Grosso do Sul,Mid West,1861,2383
Bodoquena,Mato Grosso do Sul,Mid West,1874,2364
Anastácio,Mato Grosso do Sul,Mid West,1842,2407
Aquidauana,Mato Grosso do Sul,Mid West,1848,2401
Terenos,Mato Grosso do Sul,Mid West,1878,2375
Campo Grande,Mato Grosso do Sul,Mid West,1908,2348
Ribas do Rio Pardo,Mato Grosso do Sul,Mid West,1884,2352
Água Clara,Mato Grosso do Sul,Mid West,1882,2361
Selvíria,Mato Grosso do Sul,Mid West,1878,2378
Miranda,Mato Grosso do Sul,Mid West,1868,2389
Jaraguari,Mato Grosso do Sul,Mid West,1925,2350
Aparecida do Taboado,Mato Grosso do Sul,Mid West,1879,2383
Rochedo,Mato Grosso do Sul,Mid West,1874,2379
Bandeirantes,Mato Grosso do Sul,Mid West,1936,2340
Corguinho,Mato Grosso do Sul,Mid West,1888,2384
Inocência,Mato Grosso do Sul,Mid West,1905,2368
Paranaíba,Mato Grosso do Sul,Mid West,1886,2398
Camapuã,Mato Grosso do Sul,Mid West,1870,2390
Rio Negro,Mato Grosso do Sul,Mid West,1878,2394
São Gabriel do Oeste,Mato Grosso do Sul,Mid West,1958,2329
Cassilândia,Mato Grosso do Sul,Mid West,1918,2387
Corumbá,Mato Grosso do Sul,Mid West,1882,2384
Ladário,Mato Grosso do Sul,Mid West,1874,2394
Paraíso das Águas,Mato Grosso do Sul,Mid West,1936,2363
Rio Verde de Mato Grosso,Mato Grosso do Sul,Mid West,1920,2380
Chapadão do Sul,Mato Grosso do Sul,Mid West,1990,2313
Figueirão,Mato Grosso do Sul,Mid West,1908,2400
Coxim,Mato Grosso do Sul,Mid West,1899,2407
Costa Rica,Mato Grosso do Sul,Mid West,1981,2331
Alcinópolis,Mato Grosso do Sul,Mid West,1899,2400
Pedro Gomes,Mato Grosso do Sul,Mid West,1909,2392
Sonora,Mato Grosso do Sul,Mid West,1981,2338
Extrema,Minas Gerais,Southeast,1989,2170
Itapeva,Minas Gerais,Southeast,2006,2162
Camanducaia,Minas Gerais,Southeast,1994,2170
Toledo,Minas Gerais,Southeast,2028,2165
Gonçalves,Minas Gerais,Southeast,2051,2110
Sapucaí-Mirim,Minas Gerais,Southeast,1973,2170
Munhoz,Minas Gerais,Southeast,2016,2184
Senador Amaral,Minas Gerais,Southeast,2048,2133
Córrego do Bom Jesus,Minas Gerais,Southeast,1986,2175
Cambuí,Minas Gerais,Southeast,1986,2175
Paraisópolis,Minas Gerais,Southeast,1968,2195
Bom Repouso,Minas Gerais,Southeast,2046,2145
Estiva,Minas Gerais,Southeast,2012,2156
Consolação,Minas Gerais,Southeast,1977,2189
Brazópolis,Minas Gerais,Southeast,1988,2197
Piranguçu,Minas Gerais,Southeast,1974,2203
Wenceslau Braz,Minas Gerais,Southeast,1998,2185
Delfim Moreira,Minas Gerais,Southeast,2075,2124
Monte Sião,Minas Gerais,Southeast,1960,2234
Bueno Brandão,Minas Gerais,Southeast,1964,2221
Tocos do Moji,Minas Gerais,Southeast,1990,2186
Conceição dos Ouros,Minas Gerais,Southeast,1969,2214
Cachoeira de Minas,Minas Gerais,Southeast,1972,2216
Piranguinho,Minas Gerais,Southeast,1963,2224
Itajubá,Minas Gerais,Southeast,1972,2213
Marmelópolis,Minas Gerais,Southeast,2084,2105
Passa Quatro,Minas Gerais,Southeast,1987,2185
Jacutinga,Minas Gerais,Southeast,1980,2219
Ouro Fino,Minas Gerais,Southeast,1975,2207
Inconfidentes,Minas Gerais,Southeast,1975,2207
Borda da Mata,Minas Gerais,Southeast,1980,2198
São José do Alegre,Minas Gerais,Southeast,1998,2201
Maria da Fé,Minas Gerais,Southeast,2054,2160
Dom Viçoso,Minas Gerais,Southeast,2057,2132
Virgínia,Minas Gerais,Southeast,1985,2198
Itanhandu,Minas Gerais,Southeast,1958,2230
Itamonte,Minas Gerais,Southeast,2007,2193
Albertina,Minas Gerais,Southeast,2002,2206
Senador José Bento,Minas Gerais,Southeast,2012,2170
Pouso Alegre,Minas Gerais,Southeast,1987,2199
Santa Rita do Sapucaí,Minas Gerais,Southeast,1974,2218
São Sebastião da Bela Vista,Minas Gerais,Southeast,1974,2218
Conceição das Pedras,Minas Gerais,Southeast,2039,2176
Pedralva,Minas Gerais,Southeast,2039,2176
Cristina,Minas Gerais,Southeast,2037,2172
Pouso Alto,Minas Gerais,Southeast,1969,2227
São Sebastião do Rio Verde,Minas Gerais,Southeast,1969,2227
Alagoa,Minas Gerais,Southeast,2102,2081
Bocaina de Minas,Minas Gerais,Southeast,2039,2067
Passa-Vinte,Minas Gerais,Southeast,2007,2069
Andradas,Minas Gerais,Southeast,2019,2180
Ibitiúra de Minas,Minas Gerais,Southeast,2030,2166
Ipuiúna,Minas Gerais,Southeast,2066,2142
Congonhal,Minas Gerais,Southeast,2068,2144
Heliodora,Minas Gerais,Southeast,2000,2210
Natércia,Minas Gerais,Southeast,2000,2210
Olímpio Noronha,Minas Gerais,Southeast,2015,2193
Carmo de Minas,Minas Gerais,Southeast,2007,2206
Soledade de Minas,Minas Gerais,Southeast,1984,2228
São Lourenço,Minas Gerais,Southeast,1984,2228
Santa Rita de Jacutinga,Minas Gerais,Southeast,2001,2087
Rio Preto,Minas Gerais,Southeast,1994,2085
Santa Rita de Caldas,Minas Gerais,Southeast,2044,2146
Espírito Santo do Dourado,Minas Gerais,Southeast,2049,2157
Silvianópolis,Minas Gerais,Southeast,2003,2191
Careaçu,Minas Gerais,Southeast,1989,2219
Lambari,Minas Gerais,Southeast,2042,2184
Jesuânia,Minas Gerais,Southeast,2006,2211
Caxambu,Minas Gerais,Southeast,1992,2233
Baependi,Minas Gerais,Southeast,1982,2236
Aiuruoca,Minas Gerais,Southeast,2056,2165
Carvalhos,Minas Gerais,Southeast,2036,2154
Liberdade,Minas Gerais,Southeast,2046,2141
Santa Bárbara do Monte Verde,Minas Gerais,Southeast,2017,2071
Simão Pereira,Minas Gerais,Southeast,2013,2105
Santana do Deserto,Minas Gerais,Southeast,2014,2122
Chiador,Minas Gerais,Southeast,2007,2133
Caldas,Minas Gerais,Southeast,2020,2164
São João da Mata,Minas Gerais,Southeast,2032,2175
Turvolândia,Minas Gerais,Southeast,1996,2219
São Gonçalo do Sapucaí,Minas Gerais,Southeast,2029,2205
Cambuquira,Minas Gerais,Southeast,2014,2211
Conceição do Rio Verde,Minas Gerais,Southeast,2000,2225
Serranos,Minas Gerais,Southeast,2040,2171
Seritinga,Minas Gerais,Southeast,2040,2171
Arantina,Minas Gerais,Southeast,2056,2141
Bom Jardim de Minas,Minas Gerais,Southeast,2074,2124
Olaria,Minas Gerais,Southeast,2044,2085
Belmiro Braga,Minas Gerais,Southeast,2028,2074
Matias Barbosa,Minas Gerais,Southeast,2026,2089
Mar de Espanha,Minas Gerais,Southeast,2034,2104
Além Paraíba,Minas Gerais,Southeast,2002,2146
Poços de Caldas,Minas Gerais,Southeast,2034,2177
Poço Fundo,Minas Gerais,Southeast,2018,2196
Carvalhópolis,Minas Gerais,Southeast,2004,2213
Cordislândia,Minas Gerais,Southeast,1999,2225
Monsenhor Paulo,Minas Gerais,Southeast,2021,2216
Campanha,Minas Gerais,Southeast,2019,2221
Cruzília,Minas Gerais,Southeast,2047,2202
Lima Duarte,Minas Gerais,Southeast,2038,2077
Juiz de Fora,Minas Gerais,Southeast,2047,2073
Pequeri,Minas Gerais,Southeast,2043,2086
Senador Cortes,Minas Gerais,Southeast,2057,2094
Santo Antônio do Aventureiro,Minas Gerais,Southeast,2074,2079
Volta Grande,Minas Gerais,Southeast,2014,2152
Bandeira do Sul,Minas Gerais,Southeast,2014,2199
Campestre,Minas Gerais,Southeast,2017,2195
Machado,Minas Gerais,Southeast,2020,2204
Três Corações,Minas Gerais,Southeast,2018,2217
São Thomé das Letras,Minas Gerais,Southeast,2059,2196
Minduri,Minas Gerais,Southeast,2045,2191
São Vicente de Minas,Minas Gerais,Southeast,2038,2170
Andrelândia,Minas Gerais,Southeast,2042,2170
Pedro Teixeira,Minas Gerais,Southeast,2035,2082
Chácara,Minas Gerais,Southeast,2046,2077
Bicas,Minas Gerais,Southeast,2030,2112
Guarará,Minas Gerais,Southeast,2030,2112
Maripá de Minas,Minas Gerais,Southeast,2050,2106
Estrela Dalva,Minas Gerais,Southeast,2012,2157
Pirapetinga,Minas Gerais,Southeast,2000,2173
Botelhos,Minas Gerais,Southeast,1997,2215
Elói Mendes,Minas Gerais,Southeast,1992,2243
Varginha,Minas Gerais,Southeast,2009,2228
São Bento Abade,Minas Gerais,Southeast,2041,2207
Santana do Garambéu,Minas Gerais,Southeast,2053,2168
Santa Rita de Ibitipoca,Minas Gerais,Southeast,2074,2125
Bias Fortes,Minas Gerais,Southeast,2051,2083
Coronel Pacheco,Minas Gerais,Southeast,2028,2097
Rochedo de Minas,Minas Gerais,Southeast,2035,2129
Argirita,Minas Gerais,Southeast,2024,2139
Cabo Verde,Minas Gerais,Southeast,1998,2209
Divisa Nova,Minas Gerais,Southeast,1979,2236
Serrania,Minas Gerais,Southeast,1971,2247
Paraguaçu,Minas Gerais,Southeast,1968,2256
Carmo da Cachoeira,Minas Gerais,Southeast,2041,2212
Luminárias,Minas Gerais,Southeast,2022,2231
Carrancas,Minas Gerais,Southeast,2046,2210
Madre de Deus de Minas,Minas Gerais,Southeast,2028,2191
Piedade do Rio Grande,Minas Gerais,Southeast,2053,2167
Ewbank da Câmara,Minas Gerais,Southeast,2049,2071
Santos Dumont,Minas Gerais,Southeast,2049,2071
Piau,Minas Gerais,Southeast,2030,2089
Rio Novo,Minas Gerais,Southeast,2018,2132
Goianá,Minas Gerais,Southeast,2018,2132
São João Nepomuceno,Minas Gerais,Southeast,2014,2143
Descoberto,Minas Gerais,Southeast,2009,2145
Leopoldina,Minas Gerais,Southeast,1969,2192
Recreio,Minas Gerais,Southeast,1964,2202
Arceburgo,Minas Gerais,Southeast,1929,2280
Muzambinho,Minas Gerais,Southeast,2013,2215
Areado,Minas Gerais,Southeast,1984,2231
Alfenas,Minas Gerais,Southeast,1977,2247
Fama,Minas Gerais,Southeast,1977,2257
Três Pontas,Minas Gerais,Southeast,2017,2233
Ingaí,Minas Gerais,Southeast,2021,2234
Ibertioga,Minas Gerais,Southeast,2072,2144
Tabuleiro,Minas Gerais,Southeast,2021,2110
Guarani,Minas Gerais,Southeast,2007,2146
Itamarati de Minas,Minas Gerais,Southeast,2004,2153
Cataguases,Minas Gerais,Southeast,1973,2189
Laranjal,Minas Gerais,Southeast,1971,2189
Palma,Minas Gerais,Southeast,1983,2179
Guaxupé,Minas Gerais,Southeast,1989,2238
Guaranésia,Minas Gerais,Southeast,1989,2238
Monte Belo,Minas Gerais,Southeast,2008,2213
Itumirim,Minas Gerais,Southeast,1995,2253
Itutinga,Minas Gerais,Southeast,2016,2232
Antônio Carlos,Minas Gerais,Southeast,2084,2116
Paiva,Minas Gerais,Southeast,2039,2091
Oliveira Fortes,Minas Gerais,Southeast,2039,2091
Aracitaba,Minas Gerais,Southeast,2025,2113
Rio Pomba,Minas Gerais,Southeast,2018,2137
Piraúba,Minas Gerais,Southeast,2001,2156
Dona Eusébia,Minas Gerais,Southeast,1992,2185
Astolfo Dutra,Minas Gerais,Southeast,1992,2185
Santana de Cataguases,Minas Gerais,Southeast,1995,2163
Monte Santo de Minas,Minas Gerais,Southeast,2003,2239
Juruaia,Minas Gerais,Southeast,2033,2207
Alterosa,Minas Gerais,Southeast,1996,2228
Campos Gerais,Minas Gerais,Southeast,1999,2249
Santana da Vargem,Minas Gerais,Southeast,1992,2254
Coqueiral,Minas Gerais,Southeast,1985,2261
Nepomuceno,Minas Gerais,Southeast,1986,2265
Ribeirão Vermelho,Minas Gerais,Southeast,1989,2262
Lavras,Minas Gerais,Southeast,1989,2262
Ijaci,Minas Gerais,Southeast,2003,2250
Ibituruna,Minas Gerais,Southeast,2009,2241
Nazareno,Minas Gerais,Southeast,2023,2224
Barroso,Minas Gerais,Southeast,2057,2160
Alfredo Vasconcelos,Minas Gerais,Southeast,2077,2130
Barbacena,Minas Gerais,Southeast,2077,2130
Santa Bárbara do Tugúrio,Minas Gerais,Southeast,2066,2067
Mercês,Minas Gerais,Southeast,2039,2103
Silveirânia,Minas Gerais,Southeast,2041,2102
Tocantins,Minas Gerais,Southeast,2015,2141
Rodeiro,Minas Gerais,Southeast,1992,2184
Guidoval,Minas Gerais,Southeast,2016,2172
Miraí,Minas Gerais,Southeast,2029,2140
Patrocínio do Muriaé,Minas Gerais,Southeast,1938,2216
Barão de Monte Alto,Minas Gerais,Southeast,1938,2216
Itamogi,Minas Gerais,Southeast,1992,2254
São Pedro da União,Minas Gerais,Southeast,2026,2223
Nova Resende,Minas Gerais,Southeast,2050,2212
Conceição da Aparecida,Minas Gerais,Southeast,2030,2212
Campo do Meio,Minas Gerais,Southeast,1989,2253
Boa Esperança,Minas Gerais,Southeast,1977,2257
Perdões,Minas Gerais,Southeast,2007,2251
Conceição da Barra de Minas,Minas Gerais,Southeast,2040,2209
Santa Cruz de Minas,Minas Gerais,Southeast,2049,2188
São João del Rei,Minas Gerais,Southeast,2049,2188
Tiradentes,Minas Gerais,Southeast,2055,2179
Dores de Campos,Minas Gerais,Southeast,2056,2170
Prados,Minas Gerais,Southeast,2056,2170
Ressaquinha,Minas Gerais,Southeast,2078,2143
Desterro do Melo,Minas Gerais,Southeast,2076,2083
Ubá,Minas Gerais,Southeast,2020,2148
São Sebastião da Vargem Alegre,Minas Gerais,Southeast,2024,2157
Muriaé,Minas Gerais,Southeast,1944,2200
Eugenópolis,Minas Gerais,Southeast,1953,2192
Jacuí,Minas Gerais,Southeast,2011,2247
Bom Jesus da Penha,Minas Gerais,Southeast,2015,2246
Carmo do Rio Claro,Minas Gerais,Southeast,1980,2249
Cana Verde,Minas Gerais,Southeast,2009,2250
Bom Sucesso,Minas Gerais,Southeast,2047,2217
Ritápolis,Minas Gerais,Southeast,2062,2190
Coronel Xavier Chaves,Minas Gerais,Southeast,2047,2185
Carandaí,Minas Gerais,Southeast,2062,2168
Senhora dos Remédios,Minas Gerais,Southeast,2049,2125
Alto Rio Doce,Minas Gerais,Southeast,2047,2122
Dores do Turvo,Minas Gerais,Southeast,2070,2111
Divinésia,Minas Gerais,Southeast,2057,2118
Visconde do Rio Branco,Minas Gerais,Southeast,2014,2176
Guiricema,Minas Gerais,Southeast,1992,2199
Rosário da Limeira,Minas Gerais,Southeast,2078,2089
Antônio Prado de Minas,Minas Gerais,Southeast,2015,2138
São Sebastião do Paraíso,Minas Gerais,Southeast,1964,2278
Fortaleza de Minas,Minas Gerais,Southeast,1988,2271
Alpinópolis,Minas Gerais,Southeast,1989,2267
Ilicínea,Minas Gerais,Southeast,1990,2257
Cristais,Minas Gerais,Southeast,1975,2270
Aguanil,Minas Gerais,Southeast,2013,2254
Campo Belo,Minas Gerais,Southeast,2029,2242
Santana do Jacaré,Minas Gerais,Southeast,2028,2238
Santo Antônio do Amparo,Minas Gerais,Southeast,2040,2225
São Tiago,Minas Gerais,Southeast,2050,2211
Resende Costa,Minas Gerais,Southeast,2061,2190
Lagoa Dourada,Minas Gerais,Southeast,2053,2183
Caranaíba,Minas Gerais,Southeast,2045,2149
Capela Nova,Minas Gerais,Southeast,2033,2137
Rio Espera,Minas Gerais,Southeast,2032,2138
Cipotânea,Minas Gerais,Southeast,2047,2127
Senador Firmino,Minas Gerais,Southeast,2064,2119
Paula Cândido,Minas Gerais,Southeast,2068,2120
Coimbra,Minas Gerais,Southeast,2038,2156
São Geraldo,Minas Gerais,Southeast,2038,2156
Miradouro,Minas Gerais,Southeast,2017,2129
Vieiras,Minas Gerais,Southeast,2020,2133
Tombos,Minas Gerais,Southeast,1945,2179
São Tomás de Aquino,Minas Gerais,Southeast,1969,2279
Guapé,Minas Gerais,Southeast,1958,2281
Candeias,Minas Gerais,Southeast,2043,2236
Casa Grande,Minas Gerais,Southeast,2051,2192
Cristiano Otoni,Minas Gerais,Southeast,2051,2182
Santana dos Montes,Minas Gerais,Southeast,2021,2151
Lamim,Minas Gerais,Southeast,2012,2151
Senhora de Oliveira,Minas Gerais,Southeast,2041,2128
Brás Pires,Minas Gerais,Southeast,2058,2118
Presidente Bernardes,Minas Gerais,Southeast,2054,2125
Viçosa,Minas Gerais,Southeast,2074,2132
Cajuri,Minas Gerais,Southeast,2072,2145
Ervália,Minas Gerais,Southeast,2053,2165
São Francisco do Glória,Minas Gerais,Southeast,2026,2133
Pedra Dourada,Minas Gerais,Southeast,2042,2118
Faria Lemos,Minas Gerais,Southeast,1979,2163
Pratápolis,Minas Gerais,Southeast,1945,2299
Itaú de Minas,Minas Gerais,Southeast,1943,2304
Passos,Minas Gerais,Southeast,1948,2302
São José da Barra,Minas Gerais,Southeast,1954,2280
São Francisco de Paula,Minas Gerais,Southeast,2026,2246
Oliveira,Minas Gerais,Southeast,2009,2257
Passa Tempo,Minas Gerais,Southeast,2041,2238
Desterro de Entre Rios,Minas Gerais,Southeast,2045,2227
Entre Rios de Minas,Minas Gerais,Southeast,2031,2203
Queluzito,Minas Gerais,Southeast,2035,2202
Conselheiro Lafaiete,Minas Gerais,Southeast,2030,2190
Itaverava,Minas Gerais,Southeast,2022,2163
Catas Altas da Noruega,Minas Gerais,Southeast,2025,2132
Piranga,Minas Gerais,Southeast,2057,2121
Porto Firme,Minas Gerais,Southeast,2066,2125
Teixeiras,Minas Gerais,Southeast,2077,2125
São Miguel do Anta,Minas Gerais,Southeast,2076,2142
Canaã,Minas Gerais,Southeast,2046,2176
Araponga,Minas Gerais,Southeast,2098,2135
Fervedouro,Minas Gerais,Southeast,2029,2132
